weather_id,country,state,reading_date,rainfall_mm,avg_temp_c,humidity_pct
872,Nigeria,Kano,2026-03-29,4.3,25.1,65.6
873,Nigeria,Rivers,2026-03-29,0.0,30.5,49.6
874,Nigeria,Benue,2026-03-29,4.2,26.5,66.1
875,Nigeria,Oyo,2026-03-29,0.0,31.0,51.5
876,Ghana,Ashanti,2026-03-29,0.0,25.5,51.8
877,Ghana,Greater Accra,2026-03-29,0.0,30.4,52.6
878,Kenya,Nakuru,2026-03-29,0.7,24.1,60.0
879,Kenya,Kiambu,2026-03-29,2.4,27.7,61.2
880,Kenya,Kisumu,2026-03-29,1.7,21.8,51.1
881,Nigeria,Kaduna,2026-03-30,4.1,28.1,72.3
882,Nigeria,Kano,2026-03-30,0.0,25.5,48.0
883,Nigeria,Rivers,2026-03-30,4.9,29.0,59.6
884,Nigeria,Benue,2026-03-30,0.0,30.3,61.7
885,Nigeria,Oyo,2026-03-30,0.0,31.8,47.9
886,Ghana,Ashanti,2026-03-30,10.6,24.5,80.9
887,Ghana,Greater Accra,2026-03-30,0.0,26.3,57.9
888,Kenya,Nakuru,2026-03-30,0.0,26.9,52.8
889,Kenya,Kiambu,2026-03-30,0.0,26.9,56.4
890,Kenya,Kisumu,2026-03-30,3.5,27.0,72.1
891,Nigeria,Kaduna,2026-03-31,0.0,25.4,53.6
892,Nigeria,Kano,2026-03-31,0.0,30.1,51.9
893,Nigeria,Rivers,2026-03-31,4.9,29.8,65.3
894,Nigeria,Benue,2026-03-31,0.0,25.5,64.0
895,Nigeria,Oyo,2026-03-31,6.3,31.1,69.0
896,Ghana,Ashanti,2026-03-31,0.0,25.0,49.5
897,Ghana,Greater Accra,2026-03-31,8.6,30.0,75.7
898,Kenya,Nakuru,2026-03-31,2.4,25.0,61.0
899,Kenya,Kiambu,2026-03-31,0.6,21.3,60.9
900,Kenya,Kisumu,2026-03-31,2.3,24.8,66.2
901,Nigeria,Kaduna,2026-04-01,4.7,29.2,67.3
902,Nigeria,Kano,2026-04-01,9.0,25.5,71.2
903,Nigeria,Rivers,2026-04-01,5.9,32.5,77.6
904,Nigeria,Benue,2026-04-01,7.8,27.5,77.8
905,Nigeria,Oyo,2026-04-01,6.7,32.7,64.5
906,Ghana,Ashanti,2026-04-01,8.2,28.4,67.4
907,Ghana,Greater Accra,2026-04-01,12.8,31.2,79.3
908,Kenya,Nakuru,2026-04-01,5.5,20.8,70.5
909,Kenya,Kiambu,2026-04-01,7.0,26.0,67.3
910,Kenya,Kisumu,2026-04-01,5.0,24.1,70.6
911,Nigeria,Kaduna,2026-04-02,8.2,29.6,72.0
912,Nigeria,Kano,2026-04-02,8.5,26.0,70.4
913,Nigeria,Rivers,2026-04-02,10.3,27.4,75.5
914,Nigeria,Benue,2026-04-02,7.7,25.4,82.0
915,Nigeria,Oyo,2026-04-02,7.3,26.1,71.0
916,Ghana,Ashanti,2026-04-02,2.3,28.1,69.9
917,Ghana,Greater Accra,2026-04-02,7.7,32.0,68.9
918,Kenya,Nakuru,2026-04-02,6.8,21.6,67.1
919,Kenya,Kiambu,2026-04-02,8.6,20.9,69.4
920,Kenya,Kisumu,2026-04-02,7.7,23.7,78.9
921,Nigeria,Kaduna,2026-04-03,3.8,26.5,56.0
922,Nigeria,Kano,2026-04-03,2.9,26.3,55.3
923,Nigeria,Rivers,2026-04-03,0.0,29.3,50.3
924,Nigeria,Benue,2026-04-03,5.4,30.0,64.1
925,Nigeria,Oyo,2026-04-03,8.8,29.6,73.3
926,Ghana,Ashanti,2026-04-03,3.2,30.6,68.6
927,Ghana,Greater Accra,2026-04-03,3.3,30.1,70.3
928,Kenya,Nakuru,2026-04-03,1.0,21.9,64.2
929,Kenya,Kiambu,2026-04-03,5.1,24.1,68.5
930,Kenya,Kisumu,2026-04-03,7.0,28.0,70.4
931,Nigeria,Kaduna,2026-04-04,2.2,28.6,65.5
932,Nigeria,Kano,2026-04-04,9.4,28.9,81.3
933,Nigeria,Rivers,2026-04-04,0.0,28.2,63.7
934,Nigeria,Benue,2026-04-04,3.4,26.0,63.5
935,Nigeria,Oyo,2026-04-04,12.4,29.0,91.6
936,Ghana,Ashanti,2026-04-04,8.0,28.1,79.9
937,Ghana,Greater Accra,2026-04-04,5.5,30.1,66.3
938,Kenya,Nakuru,2026-04-04,4.5,21.1,69.1
939,Kenya,Kiambu,2026-04-04,6.4,22.8,73.8
940,Kenya,Kisumu,2026-04-04,7.5,20.7,71.3
941,Nigeria,Kaduna,2026-04-05,7.7,31.2,74.4
942,Nigeria,Kano,2026-04-05,2.3,28.6,54.1
943,Nigeria,Rivers,2026-04-05,4.5,30.9,66.8
944,Nigeria,Benue,2026-04-05,10.2,31.2,73.5
945,Nigeria,Oyo,2026-04-05,7.2,29.5,80.9
946,Ghana,Ashanti,2026-04-05,4.7,30.0,75.1
947,Ghana,Greater Accra,2026-04-05,0.4,29.5,52.1
948,Kenya,Nakuru,2026-04-05,3.3,25.0,64.2
949,Kenya,Kiambu,2026-04-05,6.7,27.6,64.6
950,Kenya,Kisumu,2026-04-05,0.0,27.3,62.3
951,Nigeria,Kaduna,2026-04-06,7.9,30.5,69.4
952,Nigeria,Kano,2026-04-06,0.0,31.7,54.8
953,Nigeria,Rivers,2026-04-06,3.8,27.0,73.1
954,Nigeria,Benue,2026-04-06,0.0,30.2,52.4
955,Nigeria,Oyo,2026-04-06,0.0,29.9,57.0
956,Ghana,Ashanti,2026-04-06,0.2,24.5,49.0
957,Ghana,Greater Accra,2026-04-06,1.8,28.1,68.5
958,Kenya,Nakuru,2026-04-06,9.6,26.0,69.7
959,Kenya,Kiambu,2026-04-06,4.0,27.4,60.5
960,Kenya,Kisumu,2026-04-06,3.6,24.4,63.2
961,Nigeria,Kaduna,2026-04-07,0.1,32.8,50.5
962,Nigeria,Kano,2026-04-07,5.7,32.5,68.2
963,Nigeria,Rivers,2026-04-07,3.8,29.9,68.7
964,Nigeria,Benue,2026-04-07,6.1,30.3,69.3
965,Nigeria,Oyo,2026-04-07,1.4,29.3,65.7
966,Ghana,Ashanti,2026-04-07,2.0,28.6,59.5
967,Ghana,Greater Accra,2026-04-07,0.0,30.7,49.3
968,Kenya,Nakuru,2026-04-07,5.1,24.1,62.3
969,Kenya,Kiambu,2026-04-07,6.1,25.1,66.8
970,Kenya,Kisumu,2026-04-07,5.0,24.2,65.6
971,Nigeria,Kaduna,2026-04-08,7.2,26.9,64.5
972,Nigeria,Kano,2026-04-08,10.2,27.2,70.9
973,Nigeria,Rivers,2026-04-08,8.0,33.0,72.2
974,Nigeria,Benue,2026-04-08,2.7,30.0,65.5
975,Nigeria,Oyo,2026-04-08,4.1,26.0,61.5
976,Ghana,Ashanti,2026-04-08,4.6,28.3,71.5
977,Ghana,Greater Accra,2026-04-08,2.9,26.0,70.4
978,Kenya,Nakuru,2026-04-08,8.2,23.1,76.6
979,Kenya,Kiambu,2026-04-08,6.2,26.5,66.6
980,Kenya,Kisumu,2026-04-08,8.5,25.1,78.0
981,Nigeria,Kaduna,2026-04-09,8.3,29.6,71.0
982,Nigeria,Kano,2026-04-09,8.7,28.1,82.5
983,Nigeria,Rivers,2026-04-09,6.8,32.7,79.2
984,Nigeria,Benue,2026-04-09,3.0,32.5,60.1
985,Nigeria,Oyo,2026-04-09,5.8,30.4,66.3
986,Ghana,Ashanti,2026-04-09,6.4,28.3,67.8
987,Ghana,Greater Accra,2026-04-09,9.6,31.3,75.2
988,Kenya,Nakuru,2026-04-09,4.7,21.3,68.2
989,Kenya,Kiambu,2026-04-09,0.6,26.9,52.4
990,Kenya,Kisumu,2026-04-09,8.0,24.2,79.6
991,Nigeria,Kaduna,2026-04-10,3.1,32.9,63.1
992,Nigeria,Kano,2026-04-10,7.1,29.5,70.3
993,Nigeria,Rivers,2026-04-10,0.0,28.9,51.7
994,Nigeria,Benue,2026-04-10,12.4,28.1,90.7
995,Nigeria,Oyo,2026-04-10,2.5,31.0,66.7
996,Ghana,Ashanti,2026-04-10,9.9,26.3,74.5
997,Ghana,Greater Accra,2026-04-10,8.4,29.0,82.2
998,Kenya,Nakuru,2026-04-10,5.2,27.2,73.7
999,Kenya,Kiambu,2026-04-10,11.7,27.3,84.8
1000,Kenya,Kisumu,2026-04-10,8.4,21.3,69.9
1001,Nigeria,Kaduna,2026-04-11,6.8,26.9,76.9
1002,Nigeria,Kano,2026-04-11,1.9,25.7,57.9
1003,Nigeria,Rivers,2026-04-11,3.6,27.3,57.3
1004,Nigeria,Benue,2026-04-11,6.1,31.6,64.6
1005,Nigeria,Oyo,2026-04-11,5.5,30.0,63.5
1006,Ghana,Ashanti,2026-04-11,7.4,27.4,77.2
1007,Ghana,Greater Accra,2026-04-11,6.7,30.4,70.5
1008,Kenya,Nakuru,2026-04-11,4.4,22.5,57.5
1009,Kenya,Kiambu,2026-04-11,0.0,21.2,62.6
1010,Kenya,Kisumu,2026-04-11,0.0,26.4,52.1
1011,Nigeria,Kaduna,2026-04-12,5.2,31.2,62.2
1012,Nigeria,Kano,2026-04-12,3.3,28.1,64.1
1013,Nigeria,Rivers,2026-04-12,11.2,29.2,82.8
1014,Nigeria,Benue,2026-04-12,4.9,29.8,73.3
1015,Nigeria,Oyo,2026-04-12,5.0,27.9,62.8
1016,Ghana,Ashanti,2026-04-12,4.5,28.1,67.5
1017,Ghana,Greater Accra,2026-04-12,5.4,31.1,76.3
1018,Kenya,Nakuru,2026-04-12,1.0,24.5,65.7
1019,Kenya,Kiambu,2026-04-12,5.7,27.6,75.6
1020,Kenya,Kisumu,2026-04-12,0.9,24.7,56.6
1021,Nigeria,Kaduna,2026-04-13,5.1,27.2,74.3
1022,Nigeria,Kano,2026-04-13,0.0,26.1,59.8
1023,Nigeria,Rivers,2026-04-13,0.0,32.1,52.0
1024,Nigeria,Benue,2026-04-13,4.3,30.1,70.0
1025,Nigeria,Oyo,2026-04-13,1.6,31.9,65.0
1026,Ghana,Ashanti,2026-04-13,6.8,30.7,67.8
1027,Ghana,Greater Accra,2026-04-13,1.6,28.9,52.8
1028,Kenya,Nakuru,2026-04-13,5.0,20.7,70.9
1029,Kenya,Kiambu,2026-04-13,5.9,27.5,60.7
1030,Kenya,Kisumu,2026-04-13,4.9,20.3,61.1
1031,Nigeria,Kaduna,2026-04-14,3.0,29.7,69.7
1032,Nigeria,Kano,2026-04-14,10.4,25.6,75.1
1033,Nigeria,Rivers,2026-04-14,0.3,32.9,49.8
1034,Nigeria,Benue,2026-04-14,0.0,27.6,52.7
1035,Nigeria,Oyo,2026-04-14,5.9,28.8,70.0
1036,Ghana,Ashanti,2026-04-14,8.4,29.1,74.0
1037,Ghana,Greater Accra,2026-04-14,4.5,26.3,62.6
1038,Kenya,Nakuru,2026-04-14,0.0,24.2,58.1
1039,Kenya,Kiambu,2026-04-14,0.8,25.7,51.4
1040,Kenya,Kisumu,2026-04-14,8.7,27.7,79.3
1041,Nigeria,Kaduna,2026-04-15,8.9,32.2,81.6
1042,Nigeria,Kano,2026-04-15,3.4,30.8,60.0
1043,Nigeria,Rivers,2026-04-15,0.0,26.0,62.2
1044,Nigeria,Benue,2026-04-15,8.4,32.9,79.1
1045,Nigeria,Oyo,2026-04-15,7.9,32.6,66.4
1046,Ghana,Ashanti,2026-04-15,3.4,25.7,69.5
1047,Ghana,Greater Accra,2026-04-15,3.1,24.8,56.5
1048,Kenya,Nakuru,2026-04-15,0.0,26.7,49.3
1049,Kenya,Kiambu,2026-04-15,0.0,25.2,58.3
1050,Kenya,Kisumu,2026-04-15,0.0,25.0,48.1
1051,Nigeria,Kaduna,2026-04-16,4.4,29.2,64.6
1052,Nigeria,Kano,2026-04-16,0.0,28.9,50.7
1053,Nigeria,Rivers,2026-04-16,1.5,29.3,64.3
1054,Nigeria,Benue,2026-04-16,3.8,28.2,68.5
1055,Nigeria,Oyo,2026-04-16,3.7,26.4,61.9
1056,Ghana,Ashanti,2026-04-16,2.9,27.7,58.2
1057,Ghana,Greater Accra,2026-04-16,10.1,26.1,72.6
1058,Kenya,Nakuru,2026-04-16,4.1,21.2,66.8
1059,Kenya,Kiambu,2026-04-16,7.2,20.7,78.2
1060,Kenya,Kisumu,2026-04-16,5.5,26.8,72.9
1061,Nigeria,Kaduna,2026-04-17,0.7,26.9,50.4
1062,Nigeria,Kano,2026-04-17,8.9,25.4,83.2
1063,Nigeria,Rivers,2026-04-17,3.0,30.2,57.0
1064,Nigeria,Benue,2026-04-17,0.0,28.7,50.9
1065,Nigeria,Oyo,2026-04-17,0.0,26.7,57.2
1066,Ghana,Ashanti,2026-04-17,7.2,28.7,67.0
1067,Ghana,Greater Accra,2026-04-17,5.5,25.5,62.5
1068,Kenya,Nakuru,2026-04-17,4.2,27.6,73.0
1069,Kenya,Kiambu,2026-04-17,5.9,21.4,62.4
1070,Kenya,Kisumu,2026-04-17,9.0,23.4,73.6
1071,Nigeria,Kaduna,2026-04-18,6.0,27.4,70.7
1072,Nigeria,Kano,2026-04-18,3.7,26.2,71.7
1073,Nigeria,Rivers,2026-04-18,3.3,32.7,68.7
1074,Nigeria,Benue,2026-04-18,8.4,31.8,76.0
1075,Nigeria,Oyo,2026-04-18,1.0,27.1,51.4
1076,Ghana,Ashanti,2026-04-18,13.6,29.8,86.6
1077,Ghana,Greater Accra,2026-04-18,4.8,25.3,65.1
1078,Kenya,Nakuru,2026-04-18,0.3,22.0,48.1
1079,Kenya,Kiambu,2026-04-18,1.0,24.6,66.5
1080,Kenya,Kisumu,2026-04-18,12.0,24.0,87.4
1081,Nigeria,Kaduna,2026-04-19,11.3,29.8,88.2
1082,Nigeria,Kano,2026-04-19,10.7,29.7,71.6
1083,Nigeria,Rivers,2026-04-19,1.1,26.3,55.5
1084,Nigeria,Benue,2026-04-19,3.1,30.3,64.9
1085,Nigeria,Oyo,2026-04-19,5.5,30.8,63.6
1086,Ghana,Ashanti,2026-04-19,0.0,29.7,61.7
1087,Ghana,Greater Accra,2026-04-19,11.3,31.6,82.4
1088,Kenya,Nakuru,2026-04-19,12.5,21.0,76.3
1089,Kenya,Kiambu,2026-04-19,0.2,21.1,53.9
1090,Kenya,Kisumu,2026-04-19,0.0,25.8,60.1
1091,Nigeria,Kaduna,2026-04-20,7.4,25.3,64.9
1092,Nigeria,Kano,2026-04-20,5.9,31.1,69.3
1093,Nigeria,Rivers,2026-04-20,7.3,28.7,72.8
1094,Nigeria,Benue,2026-04-20,0.0,31.9,54.9
1095,Nigeria,Oyo,2026-04-20,2.5,30.8,68.6
1096,Ghana,Ashanti,2026-04-20,0.0,29.3,53.4
1097,Ghana,Greater Accra,2026-04-20,5.4,31.4,73.8
1098,Kenya,Nakuru,2026-04-20,9.9,27.4,84.1
1099,Kenya,Kiambu,2026-04-20,5.4,20.1,77.1
1100,Kenya,Kisumu,2026-04-20,3.9,21.9,63.0
1101,Nigeria,Kaduna,2026-04-21,9.5,31.4,74.7
1102,Nigeria,Kano,2026-04-21,7.6,28.7,70.7
1103,Nigeria,Rivers,2026-04-21,11.9,32.0,84.6
1104,Nigeria,Benue,2026-04-21,0.0,32.4,48.7
1105,Nigeria,Oyo,2026-04-21,6.0,26.3,77.6
1106,Ghana,Ashanti,2026-04-21,0.0,31.5,60.5
1107,Ghana,Greater Accra,2026-04-21,4.1,25.6,61.4
1108,Kenya,Nakuru,2026-04-21,3.5,26.9,64.2
1109,Kenya,Kiambu,2026-04-21,12.0,27.3,84.9
1110,Kenya,Kisumu,2026-04-21,7.6,27.9,66.0
1111,Nigeria,Kaduna,2026-04-22,3.2,29.9,56.4
1112,Nigeria,Kano,2026-04-22,0.7,28.2,59.9
1113,Nigeria,Rivers,2026-04-22,4.8,26.3,73.6
1114,Nigeria,Benue,2026-04-22,3.0,32.4,71.3
1115,Nigeria,Oyo,2026-04-22,0.0,26.1,49.1
1116,Ghana,Ashanti,2026-04-22,8.6,30.2,78.9
1117,Ghana,Greater Accra,2026-04-22,7.9,24.8,81.7
1118,Kenya,Nakuru,2026-04-22,7.6,20.3,75.6
1119,Kenya,Kiambu,2026-04-22,7.1,22.7,76.7
1120,Kenya,Kisumu,2026-04-22,5.4,24.2,67.4
1121,Nigeria,Kaduna,2026-04-23,5.1,31.0,62.5
1122,Nigeria,Kano,2026-04-23,14.1,27.3,82.9
1123,Nigeria,Rivers,2026-04-23,3.0,25.1,57.1
1124,Nigeria,Benue,2026-04-23,6.9,30.2,74.8
1125,Nigeria,Oyo,2026-04-23,3.5,26.2,69.1
1126,Ghana,Ashanti,2026-04-23,9.6,25.4,70.7
1127,Ghana,Greater Accra,2026-04-23,10.1,27.2,79.6
1128,Kenya,Nakuru,2026-04-23,5.7,27.4,75.6
1129,Kenya,Kiambu,2026-04-23,1.8,21.1,62.0
1130,Kenya,Kisumu,2026-04-23,3.4,23.0,55.0
1131,Nigeria,Kaduna,2026-04-24,6.2,31.8,79.1
1132,Nigeria,Kano,2026-04-24,2.6,27.8,59.9
1133,Nigeria,Rivers,2026-04-24,6.9,30.9,62.8
1134,Nigeria,Benue,2026-04-24,0.0,32.4,59.9
1135,Nigeria,Oyo,2026-04-24,1.7,31.2,61.3
1136,Ghana,Ashanti,2026-04-24,3.5,30.6,68.9
1137,Ghana,Greater Accra,2026-04-24,5.6,25.1,63.3
1138,Kenya,Nakuru,2026-04-24,9.4,27.5,78.4
1139,Kenya,Kiambu,2026-04-24,1.2,26.1,52.0
1140,Kenya,Kisumu,2026-04-24,4.0,26.8,60.9
1141,Nigeria,Kaduna,2026-04-25,10.9,26.2,74.5
1142,Nigeria,Kano,2026-04-25,8.0,28.9,66.3
1143,Nigeria,Rivers,2026-04-25,9.0,28.8,77.6
1144,Nigeria,Benue,2026-04-25,8.9,27.2,70.4
1145,Nigeria,Oyo,2026-04-25,1.8,30.8,52.8
1146,Ghana,Ashanti,2026-04-25,2.0,27.4,62.3
1147,Ghana,Greater Accra,2026-04-25,3.2,30.9,63.9
1148,Kenya,Nakuru,2026-04-25,6.1,27.6,63.0
1149,Kenya,Kiambu,2026-04-25,0.8,21.3,64.7
1150,Kenya,Kisumu,2026-04-25,14.0,25.1,79.2
1151,Nigeria,Kaduna,2026-04-26,2.6,25.3,54.0
1152,Nigeria,Kano,2026-04-26,0.0,25.1,53.5
1153,Nigeria,Rivers,2026-04-26,13.3,29.5,91.4
1154,Nigeria,Benue,2026-04-26,0.0,28.6,54.6
1155,Nigeria,Oyo,2026-04-26,6.3,28.0,72.1
1156,Ghana,Ashanti,2026-04-26,0.0,30.2,53.3
1157,Ghana,Greater Accra,2026-04-26,3.3,31.6,59.2
1158,Kenya,Nakuru,2026-04-26,12.5,26.7,78.3
1159,Kenya,Kiambu,2026-04-26,6.6,20.0,63.1
1160,Kenya,Kisumu,2026-04-26,0.9,20.5,51.1
1161,Nigeria,Kaduna,2026-04-27,5.4,26.7,74.0
1162,Nigeria,Kano,2026-04-27,3.0,30.9,61.3
1163,Nigeria,Rivers,2026-04-27,5.6,27.2,76.7
1164,Nigeria,Benue,2026-04-27,9.3,28.9,76.1
1165,Nigeria,Oyo,2026-04-27,5.6,25.8,73.0
1166,Ghana,Ashanti,2026-04-27,5.2,26.9,60.8
1167,Ghana,Greater Accra,2026-04-27,0.0,24.9,53.2
1168,Kenya,Nakuru,2026-04-27,0.6,20.5,49.8
1169,Kenya,Kiambu,2026-04-27,0.9,20.8,50.1
1170,Kenya,Kisumu,2026-04-27,4.8,25.7,64.0
1171,Nigeria,Kaduna,2026-04-28,12.2,27.3,92.5
1172,Nigeria,Kano,2026-04-28,3.6,32.6,64.1
1173,Nigeria,Rivers,2026-04-28,6.3,25.9,64.9
1174,Nigeria,Benue,2026-04-28,8.8,25.1,75.2
1175,Nigeria,Oyo,2026-04-28,0.4,30.4,55.9
1176,Ghana,Ashanti,2026-04-28,11.4,29.6,84.0
1177,Ghana,Greater Accra,2026-04-28,2.3,28.5,58.3
1178,Kenya,Nakuru,2026-04-28,5.1,28.0,73.1
1179,Kenya,Kiambu,2026-04-28,5.9,21.3,75.2
1180,Kenya,Kisumu,2026-04-28,0.0,27.5,63.6
1181,Nigeria,Kaduna,2026-04-29,9.4,28.5,71.4
1182,Nigeria,Kano,2026-04-29,0.0,27.8,48.2
1183,Nigeria,Rivers,2026-04-29,5.1,31.8,59.1
1184,Nigeria,Benue,2026-04-29,7.2,25.5,68.3
1185,Nigeria,Oyo,2026-04-29,3.4,32.7,66.1
1186,Ghana,Ashanti,2026-04-29,5.9,24.2,61.9
1187,Ghana,Greater Accra,2026-04-29,8.2,27.9,74.4
1188,Kenya,Nakuru,2026-04-29,7.9,27.3,65.9
1189,Kenya,Kiambu,2026-04-29,5.0,21.9,72.3
1190,Kenya,Kisumu,2026-04-29,1.9,24.4,66.1
1191,Nigeria,Kaduna,2026-04-30,0.0,30.7,59.5
1192,Nigeria,Kano,2026-04-30,2.6,29.6,58.7
1193,Nigeria,Rivers,2026-04-30,1.9,27.5,54.5
1194,Nigeria,Benue,2026-04-30,0.0,27.0,58.0
1195,Nigeria,Oyo,2026-04-30,10.2,30.2,81.2
1196,Ghana,Ashanti,2026-04-30,6.3,28.0,77.8
1197,Ghana,Greater Accra,2026-04-30,6.0,27.9,64.9
1198,Kenya,Nakuru,2026-04-30,0.2,20.5,55.8
1199,Kenya,Kiambu,2026-04-30,3.1,23.3,65.0
1200,Kenya,Kisumu,2026-04-30,5.8,26.0,62.1
1201,Nigeria,Kaduna,2026-05-01,13.4,26.2,86.5
1202,Nigeria,Kano,2026-05-01,0.0,32.6,55.7
1203,Nigeria,Rivers,2026-05-01,2.3,31.6,66.0
1204,Nigeria,Benue,2026-05-01,3.7,28.5,59.3
1205,Nigeria,Oyo,2026-05-01,3.2,29.7,59.6
1206,Ghana,Ashanti,2026-05-01,0.5,28.5,50.3
1207,Ghana,Greater Accra,2026-05-01,0.0,24.5,61.8
1208,Kenya,Nakuru,2026-05-01,0.4,22.1,63.7
1209,Kenya,Kiambu,2026-05-01,10.8,21.1,75.6
1210,Kenya,Kisumu,2026-05-01,0.0,20.4,55.3
1211,Nigeria,Kaduna,2026-05-02,11.4,25.8,80.5
1212,Nigeria,Kano,2026-05-02,0.6,31.7,60.3
1213,Nigeria,Rivers,2026-05-02,2.0,30.3,56.2
1214,Nigeria,Benue,2026-05-02,0.2,31.8,63.8
1215,Nigeria,Oyo,2026-05-02,0.0,25.7,53.6
1216,Ghana,Ashanti,2026-05-02,1.9,29.6,62.6
1217,Ghana,Greater Accra,2026-05-02,0.3,31.9,58.2
1218,Kenya,Nakuru,2026-05-02,4.6,27.2,73.8
1219,Kenya,Kiambu,2026-05-02,8.8,20.2,82.2
1220,Kenya,Kisumu,2026-05-02,7.2,24.0,74.1
1221,Nigeria,Kaduna,2026-05-03,3.5,25.2,69.9
1222,Nigeria,Kano,2026-05-03,10.7,25.6,81.5
1223,Nigeria,Rivers,2026-05-03,2.5,29.3,55.6
1224,Nigeria,Benue,2026-05-03,6.8,26.0,79.8
1225,Nigeria,Oyo,2026-05-03,8.6,30.9,71.0
1226,Ghana,Ashanti,2026-05-03,1.8,31.9,68.5
1227,Ghana,Greater Accra,2026-05-03,0.0,28.3,48.1
1228,Kenya,Nakuru,2026-05-03,11.6,20.2,83.4
1229,Kenya,Kiambu,2026-05-03,1.9,25.3,66.4
1230,Kenya,Kisumu,2026-05-03,6.7,21.4,65.8
1231,Nigeria,Kaduna,2026-05-04,1.9,28.2,65.1
1232,Nigeria,Kano,2026-05-04,3.7,30.3,72.3
1233,Nigeria,Rivers,2026-05-04,0.3,31.5,52.6
1234,Nigeria,Benue,2026-05-04,4.7,26.3,69.8
1235,Nigeria,Oyo,2026-05-04,0.6,28.7,61.9
1236,Ghana,Ashanti,2026-05-04,3.3,28.6,72.5
1237,Ghana,Greater Accra,2026-05-04,9.1,29.1,72.8
1238,Kenya,Nakuru,2026-05-04,3.1,24.7,58.2
1239,Kenya,Kiambu,2026-05-04,11.4,20.7,83.7
1240,Kenya,Kisumu,2026-05-04,10.9,20.9,79.7
1241,Nigeria,Kaduna,2026-05-05,0.0,27.0,55.8
1242,Nigeria,Kano,2026-05-05,5.2,30.4,73.5
1243,Nigeria,Rivers,2026-05-05,2.3,30.8,58.7
1244,Nigeria,Benue,2026-05-05,4.1,31.2,64.6
1245,Nigeria,Oyo,2026-05-05,7.1,30.4,70.6
1246,Ghana,Ashanti,2026-05-05,0.0,26.3,47.8
1247,Ghana,Greater Accra,2026-05-05,1.7,29.1,65.9
1248,Kenya,Nakuru,2026-05-05,2.4,23.0,62.5
1249,Kenya,Kiambu,2026-05-05,3.3,23.4,59.3
1250,Kenya,Kisumu,2026-05-05,0.0,24.1,49.7
1251,Nigeria,Kaduna,2026-05-06,2.8,27.7,60.5
1252,Nigeria,Kano,2026-05-06,5.8,26.3,77.1
1253,Nigeria,Rivers,2026-05-06,2.4,30.0,57.4
1254,Nigeria,Benue,2026-05-06,3.6,29.4,55.2
1255,Nigeria,Oyo,2026-05-06,14.9,31.2,86.2
1256,Ghana,Ashanti,2026-05-06,3.0,27.2,66.3
1257,Ghana,Greater Accra,2026-05-06,5.2,27.5,76.6
1258,Kenya,Nakuru,2026-05-06,6.1,23.2,63.9
1259,Kenya,Kiambu,2026-05-06,9.9,24.8,71.0
1260,Kenya,Kisumu,2026-05-06,4.6,20.2,72.6
1261,Nigeria,Kaduna,2026-05-07,6.3,33.0,63.6
1262,Nigeria,Kano,2026-05-07,5.8,32.2,78.3
1263,Nigeria,Rivers,2026-05-07,5.1,32.9,70.2
1264,Nigeria,Benue,2026-05-07,10.9,26.3,86.8
1265,Nigeria,Oyo,2026-05-07,6.2,26.9,69.7
1266,Ghana,Ashanti,2026-05-07,8.9,27.3,67.5
1267,Ghana,Greater Accra,2026-05-07,6.2,31.3,67.0
1268,Kenya,Nakuru,2026-05-07,7.8,24.1,72.1
1269,Kenya,Kiambu,2026-05-07,6.2,27.3,67.6
1270,Kenya,Kisumu,2026-05-07,0.0,27.6,60.5
1271,Nigeria,Kaduna,2026-05-08,1.9,29.9,59.0
1272,Nigeria,Kano,2026-05-08,5.1,30.2,74.4
1273,Nigeria,Rivers,2026-05-08,4.0,31.3,63.6
1274,Nigeria,Benue,2026-05-08,2.0,31.8,60.0
1275,Nigeria,Oyo,2026-05-08,4.5,32.5,58.5
1276,Ghana,Ashanti,2026-05-08,0.0,28.1,59.6
1277,Ghana,Greater Accra,2026-05-08,0.7,28.4,49.3
1278,Kenya,Nakuru,2026-05-08,2.1,24.3,68.1
1279,Kenya,Kiambu,2026-05-08,9.0,26.7,70.4
1280,Kenya,Kisumu,2026-05-08,5.1,22.2,66.6
1281,Nigeria,Kaduna,2026-05-09,0.0,25.8,51.1
1282,Nigeria,Kano,2026-05-09,9.0,27.6,71.0
1283,Nigeria,Rivers,2026-05-09,1.9,27.1,59.0
1284,Nigeria,Benue,2026-05-09,7.4,30.3,75.1
1285,Nigeria,Oyo,2026-05-09,10.3,29.7,83.3
1286,Ghana,Ashanti,2026-05-09,1.8,28.4,56.9
1287,Ghana,Greater Accra,2026-05-09,0.0,29.5,62.6
1288,Kenya,Nakuru,2026-05-09,4.8,22.6,68.6
1289,Kenya,Kiambu,2026-05-09,12.2,20.4,77.2
1290,Kenya,Kisumu,2026-05-09,4.0,21.1,67.1
1291,Nigeria,Kaduna,2026-05-10,8.3,31.2,83.9
1292,Nigeria,Kano,2026-05-10,12.0,27.0,91.3
1293,Nigeria,Rivers,2026-05-10,5.9,25.9,69.2
1294,Nigeria,Benue,2026-05-10,4.2,28.4,69.8
1295,Nigeria,Oyo,2026-05-10,5.8,31.0,70.3
1296,Ghana,Ashanti,2026-05-10,10.3,27.2,78.3
1297,Ghana,Greater Accra,2026-05-10,5.1,29.2,60.5
1298,Kenya,Nakuru,2026-05-10,15.9,24.6,89.5
